53062,443,329
52749,443,329
51757,443,329
49935,443,329
63840,443,328
63800,443,328
63719,443,328
62952,443,328
61829,443,328
61523,443,328
61002,443,328
60880,443,328
60690,443,328
60563,443,328
58697,443,328
58593,443,328
58520,443,328
57423,443,328
56943,443,328
56942,443,328
54700,443,328
54520,443,328
54518,443,328
54223,443,328
52956,443,328
51857,443,328
51763,443,328
65097,443,327
64560,443,327
60567,443,327
60558,443,327
60534,443,327
59234,443,327
59232,443,327
58750,443,327
58345,443,327
57818,443,327
57689,443,327
57433,443,327
57416,443,327
57374,443,327
57364,443,327
57314,443,327
57222,443,327
56880,443,327
56600,443,327
56480,443,327
54308,443,327
52824,443,327
52696,443,327
52534,443,327
51907,443,327
49873,443,327
49781,443,327
49351,443,327
49342,443,327
63696,443,326
60464,443,326
60176,443,326
59805,443,326
59739,443,326
59247,443,326
58696,443,326
57605,443,326
57601,443,326
57412,443,326
57366,443,326
57186,443,326
56974,443,326
56706,443,326
54864,443,326
52948,443,326
52050,443,326
51924,443,326
50420,443,326
65343,443,325
63712,443,325
63302,443,325
62836,443,325
61559,443,325
60969,443,325
59753,443,325
58933,443,325
58820,443,325
58755,443,325
58322,443,325
58125,443,325
57997,443,325
57734,443,325
57628,443,325
57471,443,325
57303,443,325
57077,443,325
56661,443,325
54699,443,325
54619,443,325
54569,443,325
54483,443,325
53396,443,325
52954,443,325
52182,443,325
52089,443,325
51860,443,325
62865,443,324
62581,443,324
61923,443,324
61891,443,324
61808,443,324
60548,443,324
59726,443,324
59040,443,324
58735,443,324
58725,443,324
58162,443,324
58054,443,324
57448,443,324
57394,443,324
57128,443,324
56562,443,324
56425,443,324
56299,443,324
56098,443,324
56077,443,324
55916,443,324
54441,443,324
54407,443,324
53606,443,324
53512,443,324
51936,443,324
51838,443,324
51820,443,324
50855,443,324
50570,443,324
50540,443,324
50363,443,324
50311,443,324
50235,443,324
49387,443,324
49314,443,324
49207,443,324
49177,443,324
63823,443,323
63799,443,323
63498,443,323
63246,443,323
62591,443,323
61935,443,323
60937,443,323
60103,443,323
59880,443,323
59770,443,323
59690,443,323
59262,443,323
57990,443,323
57770,443,323
57522,443,323
57494,443,323
57389,443,323
57288,443,323
57106,443,323
56745,443,323
56632,443,323
56609,443,323
54421,443,323
52879,443,323
52640,443,323
52481,443,323
52442,443,323
51981,443,323
65334,443,322
64758,443,322
63776,443,322
62747,443,322
62386,443,322
60453,443,322
60449,443,322
60428,443,322
59754,443,322
59227,443,322
59045,443,322
58535,443,322
58306,443,322
57929,443,322
57821,443,322
57735,443,322
57361,443,322
57299,443,322
56631,443,322
55477,443,322
55406,443,322
55215,443,322
54202,443,322
53645,443,322
53274,443,322
53040,443,322
52897,443,322
52716,443,322
52567,443,322
52000,443,322
51921,443,322
50991,443,322
50459,443,322
50371,443,322
50229,443,322
50218,443,322
49835,443,322
49200,443,322
64827,443,321
64547,443,321
64523,443,321
63676,443,321
63088,443,321
62698,443,321
62509,443,321
61716,443,321
60889,443,321
60700,443,321
59903,443,321
59748,443,321
59624,443,321
59445,443,321
58618,443,321
58533,443,321
57777,443,321
57584,443,321
57470,443,321
57349,443,321
56887,443,321
56704,443,321
56687,443,321
56587,443,321
53791,443,321
53698,443,321
53640,443,321
52936,443,321
52777,443,321
52352,443,321
51953,443,321
51732,443,321
51268,443,321
50330,443,321
49917,443,321
49801,443,321
49353,443,321
49240,443,321
49181,443,321
65503,443,320
65376,443,320
65306,443,320
65230,443,320
65189,443,320
64082,443,320
63973,443,320
63573,443,320
62889,443,320
62802,443,320
62580,443,320
62481,443,320
61862,443,320
61449,443,320
61349,443,320
61179,443,320
60922,443,320
59743,443,320
59650,443,320
59067,443,320
58706,443,320
57691,443,320
57499,443,320
56721,443,320
56293,443,320
56122,443,320
55645,443,320
54707,443,320
54696,443,320
54638,443,320
53982,443,320
53320,443,320
53319,443,320
53312,443,320
53279,443,320
53042,443,320
52655,443,320
52599,443,320
52584,443,320
51728,443,320
51712,443,320
50947,443,320
50857,443,320
50798,443,320
50448,443,320
50400,443,320
49676,443,320
49363,443,320
49171,443,320
65311,443,319
65244,443,319
64930,443,319
64914,443,319
64897,443,319
64103,443,319
63964,443,319
63882,443,319
63593,443,319
63342,443,319
63132,443,319
62909,443,319
62858,443,319
62827,443,319
62542,443,319
62471,443,319
60615,443,319
60550,443,319
59863,443,319
59742,443,319
58670,443,319
58656,443,319
58585,443,319
57879,443,319
57496,443,319
57450,443,319
57382,443,319
56650,443,319
56637,443,319
56516,443,319
56422,443,319
56209,443,319
55971,443,319
55898,443,319
55675,443,319
55544,443,319
55518,443,319
55423,443,319
55274,443,319
55158,443,319
54964,443,319
54771,443,319
54721,443,319
54362,443,319
53676,443,319
53628,443,319
53390,443,319
53017,443,319
52521,443,319
52122,443,319
51430,443,319
51028,443,319
50864,443,319
50860,443,319
50250,443,319
50066,443,319
49789,443,319
49281,443,319
65370,443,318
64548,443,318
64076,443,318
64033,443,318
63849,443,318
63730,443,318
63393,443,318
63228,443,318
62031,443,318
60881,443,318
60788,443,318
60735,443,318
60054,443,318
59635,443,318
58756,443,318
58734,443,318
58621,443,318
58550,443,318
58526,443,318
58034,443,318
57934,443,318
56897,443,318
56678,443,318
56359,443,318
56322,443,318
55937,443,318
55003,443,318
54364,443,318
54275,443,318
53278,443,318
53073,443,318
52812,443,318
52533,443,318
52487,443,318
52261,443,318
52226,443,318
51856,443,318
50245,443,318
50088,443,318
65417,443,317
65308,443,317
64924,443,317
64535,443,317
64452,443,317
64005,443,317
63693,443,317
62918,443,317
62634,443,317
62004,443,317
60846,443,317
60836,443,317
60820,443,317
60812,443,317
60732,443,317
60574,443,317
59988,443,317
59950,443,317
59829,443,317
59396,443,317
59047,443,317
58857,443,317
58835,443,317
58641,443,317
58510,443,317
57576,443,317
57512,443,317
57487,443,317
57467,443,317
57377,443,317
57294,443,317
57132,443,317
56325,443,317
55980,443,317
55949,443,317
55360,443,317
55277,443,317
54985,443,317
54963,443,317
54732,443,317
54540,443,317
54201,443,317
53397,443,317
53361,443,317
53194,443,317
52990,443,317
52964,443,317
52871,443,317
52669,443,317
52546,443,317
51920,443,317
51849,443,317
51848,443,317
51587,443,317
51475,443,317
50708,443,317
50340,443,317
65275,443,316
64877,443,316
63930,443,316
63885,443,316
63772,443,316
63605,443,316
63430,443,316
62583,443,316
62494,443,316
62304,443,316
62032,443,316
61927,443,316
60573,443,316
60432,443,316
59702,443,316
59525,443,316
59431,443,316
59093,443,316
58941,443,316
58927,443,316
58878,443,316
58471,443,316
58420,443,316
57465,443,316
57390,443,316
57352,443,316
57169,443,316
57103,443,316
56952,443,316
56669,443,316
56438,443,316
56427,443,316
56408,443,316
56326,443,316
56265,443,316
56171,443,316
56140,443,316
56083,443,316
56075,443,316
56017,443,316
55601,443,316
55532,443,316
54686,443,316
54579,443,316
54490,443,316
54203,443,316
54150,443,316
53280,443,316
52917,443,316
52898,443,316
52792,443,316
52537,443,316
52525,443,316
52126,443,316
51954,443,316
51950,443,316
51899,443,316
51866,443,316
51813,443,316
51317,443,316
51105,443,316
50580,443,316
50403,443,316
49959,443,316
49950,443,316
49625,443,316
49328,443,316
49251,443,316
65324,443,315
65283,443,315
64711,443,315
64541,443,315
64513,443,315
64185,443,315
63494,443,315
63008,443,315
62862,443,315
62787,443,315
62726,443,315
62543,443,315
62053,443,315
61856,443,315
61792,443,315
61496,443,315
60714,443,315
59293,443,315
57685,443,315
57431,443,315
57427,443,315
57392,443,315
57378,443,315
57371,443,315
57118,443,315
57054,443,315
56797,443,315
56710,443,315
56615,443,315
56378,443,315
56085,443,315
55569,443,315
55552,443,315
55009,443,315
54588,443,315
54584,443,315
54459,443,315
54415,443,315
54328,443,315
54314,443,315
53822,443,315
53710,443,315
53637,443,315
53602,443,315
53558,443,315
53264,443,315
53029,443,315
52872,443,315
52691,443,315
52662,443,315
51850,443,315
51816,443,315
51777,443,315
51455,443,315
51395,443,315
50304,443,315
49309,443,315
65492,443,314
65372,443,314
65145,443,314
65119,443,314
65094,443,314
65078,443,314
64536,443,314
63722,443,314
63683,443,314
63613,443,314
63610,443,314
63571,443,314
63151,443,314
62950,443,314
62777,443,314
62439,443,314
61910,443,314
61760,443,314
61672,443,314
61595,443,314
61457,443,314
60769,443,314
60694,443,314
60506,443,314
60456,443,314
60362,443,314
59967,443,314
59878,443,314
59751,443,314
59684,443,314
59075,443,314
58894,443,314
58768,443,314
58700,443,314
58690,443,314
58639,443,314
57967,443,314
57708,443,314
57696,443,314
57694,443,314
57573,443,314
57528,443,314
57507,443,314
57405,443,314
57400,443,314
57282,443,314
56104,443,314
56013,443,314
55948,443,314
55608,443,314
55562,443,314
54531,443,314
54476,443,314
54472,443,314
53647,443,314
53560,443,314
53501,443,314
53493,443,314
53475,443,314
53410,443,314
53403,443,314
52971,443,314
52900,443,314
52874,443,314
52818,443,314
52798,443,314
52690,443,314
52574,443,314
52562,443,314
52229,443,314
52202,443,314
52140,443,314
52014,443,314
51975,443,314
51747,443,314
51524,443,314
51513,443,314
50731,443,314
50721,443,314
50576,443,314
50082,443,314
49811,443,314
49330,443,314
65412,443,313
64873,443,313
64812,443,313
64779,443,313
64705,443,313
64152,443,313
63860,443,313
63833,443,313
63809,443,313
63714,443,313
63664,443,313
63352,443,313
62882,443,313
62354,443,313
61960,443,313
61707,443,313
60872,443,313
60753,443,313
60676,443,313
60643,443,313
60501,443,313
60496,443,313
60451,443,313
60186,443,313
60085,443,313
59526,443,313
59380,443,313
59046,443,313
58714,443,313
58605,443,313
58448,443,313
58387,443,313
58384,443,313
58142,443,313
57991,443,313
57951,443,313
57911,443,313
57887,443,313
57639,443,313
57531,443,313
57461,443,313
57451,443,313
57445,443,313
57253,443,313
57061,443,313
56921,443,313
56657,443,313
56597,443,313
56520,443,313
56426,443,313
56337,443,313
55961,443,313
55664,443,313
55615,443,313
55498,443,313
55422,443,313
55367,443,313
55324,443,313
55159,443,313
55109,443,313
54930,443,313
54532,443,313
54502,443,313
54458,443,313
54446,443,313
54345,443,313
53934,443,313
53622,443,313
53141,443,313
52969,443,313
52960,443,313
52894,443,313
52860,443,313
52833,443,313
52828,443,313
52678,443,313
52480,443,313
52477,443,313
52282,443,313
51879,443,313
51826,443,313
51423,443,313
51040,443,313
50900,443,313
50737,443,313
50637,443,313
50623,443,313
50425,443,313
50289,443,313
50271,443,313
50260,443,313
50102,443,313
49779,443,313
49232,443,313
49214,443,313
65357,443,312
65113,443,312
64253,443,312
64225,443,312
64037,443,312
63815,443,312
63146,443,312
61754,443,312
60941,443,312
60157,443,312
59554,443,312
59403,443,312
58924,443,312
58859,443,312
58832,443,312
58807,443,312
58681,443,312
58285,443,312
57910,443,312
57877,443,312
57516,443,312
57488,443,312
57453,443,312
57395,443,312
57058,443,312
57027,443,312
56983,443,312
56970,443,312
56725,443,312
56671,443,312
56646,443,312
56644,443,312
56247,443,312
55821,443,312
55662,443,312
55177,443,312
55154,443,312
54599,443,312
54453,443,312
54366,443,312
54107,443,312
53765,443,312
53660,443,312
53630,443,312
53597,443,312
53522,443,312
53351,443,312
53299,443,312
53294,443,312
52730,443,312
52635,443,312
52447,443,312
52431,443,312
52421,443,312
52346,443,312
52161,443,312
52065,443,312
51890,443,312
51827,443,312
51799,443,312
51761,443,312
51498,443,312
51306,443,312
51208,443,312
50794,443,312
50700,443,312
50694,443,312
50529,443,312
50367,443,312
50350,443,312
50281,443,312
50069,443,312
49755,443,312
49302,443,312
49263,443,312
65341,443,311
65276,443,311
65040,443,311
64956,443,311
64867,443,311
64814,443,311
64526,443,311
64515,443,311
63764,443,311
63733,443,311
62997,443,311
62911,443,311
62772,443,311
62579,443,311
62546,443,311
62360,443,311
61664,443,311
61604,443,311
61463,443,311
60996,443,311
60985,443,311
60725,443,311
60709,443,311
60649,443,311
60640,443,311
60602,443,311
60580,443,311
60562,443,311
60344,443,311
60013,443,311
60000,443,311
59851,443,311
59848,443,311
59799,443,311
59744,443,311
59707,443,311
59636,443,311
59410,443,311
59359,443,311
59297,443,311
59006,443,311
58846,443,311
58331,443,311
58291,443,311
58139,443,311
58102,443,311
58047,443,311
57848,443,311
57613,443,311
57477,443,311
57475,443,311
57425,443,311
57386,443,311
57124,443,311
57030,443,311
57015,443,311
56945,443,311
56444,443,311
56269,443,311
56001,443,311
55914,443,311
55456,443,311
55432,443,311
55308,443,311
54796,443,311
54548,443,311
54547,443,311
54478,443,311
54092,443,311
53594,443,311
53508,443,311
53344,443,311
53036,443,311
53003,443,311
52786,443,311
52712,443,311
52597,443,311
52367,443,311
52131,443,311
51915,443,311
51861,443,311
51844,443,311
51558,443,311
51551,443,311
51462,443,311
50709,443,311
50444,443,311
50365,443,311
50326,443,311
50127,443,311
50089,443,311
49294,443,311
49280,443,311
49249,443,311
65530,443,310
65254,443,310
65219,443,310
65174,443,310
64921,443,310
64843,443,310
64493,443,310
64107,443,310
63856,443,310
63834,443,310
63718,443,310
62157,443,310
62057,443,310
61973,443,310
61767,443,310
61663,443,310
61660,443,310
61043,443,310
60897,443,310
60875,443,310
60801,443,310
60726,443,310
60721,443,310
60683,443,310
60553,443,310
60457,443,310
59846,443,310
59779,443,310
59749,443,310
59738,443,310
59568,443,310
59502,443,310
59360,443,310
59307,443,310
59260,443,310
58932,443,310
58676,443,310
58663,443,310
58629,443,310
58616,443,310
58474,443,310
58457,443,310
58453,443,310
58386,443,310
58119,443,310
58113,443,310
58032,443,310
58028,443,310
57637,443,310
57541,443,310
57081,443,310
56962,443,310
56749,443,310
56653,443,310
56003,443,310
55579,443,310
55502,443,310
55338,443,310
54762,443,310
54533,443,310
54297,443,310
54060,443,310
53927,443,310
53527,443,310
53175,443,310
53123,443,310
53041,443,310
53035,443,310
52977,443,310
52888,443,310
52801,443,310
52799,443,310
52746,443,310
52543,443,310
52475,443,310
52423,443,310
52106,443,310
51896,443,310
51840,443,310
51759,443,310
51639,443,310
51142,443,310
51017,443,310
50815,443,310
50551,443,310
50472,443,310
50341,443,310
50327,443,310
50322,443,310
50254,443,310
50230,443,310
50071,443,310
49899,443,310
49806,443,310
49720,443,310
65444,443,309
65413,443,309
65289,443,309
65158,443,309
65111,443,309
64842,443,309
64836,443,309
64549,443,309
64542,443,309
64176,443,309
64010,443,309
63942,443,309
63790,443,309
63563,443,309
63019,443,309
62880,443,309
62800,443,309
62511,443,309
62223,443,309
62089,443,309
62029,443,309
62014,443,309
61102,443,309
60874,443,309
60830,443,309
60781,443,309
59915,443,309
59793,443,309
59676,443,309
59649,443,309
59150,443,309
58996,443,309
58780,443,309
58722,443,309
58712,443,309
58660,443,309
58623,443,309
58564,443,309
58332,443,309
58302,443,309
57896,443,309
57790,443,309
57774,443,309
57739,443,309
57631,443,309
57585,443,309
57476,443,309
57413,443,309
57407,443,309
57247,443,309
57225,443,309
57195,443,309
57146,443,309
57105,443,309
57029,443,309
57017,443,309
57003,443,309
56914,443,309
56909,443,309
56867,443,309
56677,443,309
56577,443,309
56307,443,309
56264,443,309
56238,443,309
56159,443,309
56149,443,309
56130,443,309
56030,443,309
55646,443,309
55357,443,309
55344,443,309
55312,443,309
54987,443,309
54922,443,309
54862,443,309
54845,443,309
54546,443,309
54519,443,309
54466,443,309
54329,443,309
53832,443,309
53614,443,309
53612,443,309
53206,443,309
53164,443,309
52836,443,309
52778,443,309
52759,443,309
52708,443,309
52524,443,309
52061,443,309
51962,443,309
51809,443,309
51791,443,309
51773,443,309
51429,443,309
51400,443,309
51261,443,309
50988,443,309
50770,443,309
50653,443,309
50633,443,309
50488,443,309
50135,443,309
49827,443,309
49366,443,309
49163,443,309
65491,443,308
65440,443,308
65402,443,308
65387,443,308
65198,443,308
65182,443,308
64892,443,308
64826,443,308
64688,443,308
64622,443,308
64556,443,308
64524,443,308
63887,443,308
63867,443,308
63836,443,308
63736,443,308
63640,443,308
63572,443,308
63508,443,308
63221,443,308
63006,443,308
62920,443,308
62897,443,308
62576,443,308
62385,443,308
62058,443,308
62054,443,308
61573,443,308
60828,443,308
60773,443,308
60717,443,308
60695,443,308
60668,443,308
60642,443,308
60589,443,308
60169,443,308
59864,443,308
59691,443,308
59652,443,308
59393,443,308
59100,443,308
59058,443,308
58974,443,308
58952,443,308
58778,443,308
58743,443,308
58736,443,308
58428,443,308
58379,443,308
58183,443,308
58137,443,308
57878,443,308
57811,443,308
57773,443,308
57764,443,308
57656,443,308
57581,443,308
57444,443,308
57324,443,308
57205,443,308
57039,443,308
56944,443,308
56875,443,308
56840,443,308
56753,443,308
56694,443,308
56459,443,308
56402,443,308
56335,443,308
56314,443,308
56313,443,308
56244,443,308
56107,443,308
55681,443,308
55054,443,308
54724,443,308
54521,443,308
54381,443,308
54356,443,308
53611,443,308
53302,443,308
53096,443,308
52961,443,308
52921,443,308
52707,443,308
52680,443,308
52559,443,308
52166,443,308
52041,443,308
51933,443,308
51927,443,308
51845,443,308
51828,443,308
51499,443,308
51381,443,308
51201,443,308
50938,443,308
50669,443,308
50612,443,308
50586,443,308
50476,443,308
50226,443,308
50206,443,308
49998,443,308
49932,443,308
49822,443,308
49803,443,308
49557,443,308
49327,443,308
49312,443,308
49201,443,308
65452,443,307
65386,443,307
65088,443,307
65026,443,307
64996,443,307
64780,443,307
64233,443,307
63937,443,307
63897,443,307
63797,443,307
63665,443,307
63541,443,307
63460,443,307
63389,443,307
63184,443,307
63129,443,307
62926,443,307
62754,443,307
62711,443,307
62604,443,307
61878,443,307
61456,443,307
61453,443,307
61390,443,307
60817,443,307
60723,443,307
60722,443,307
60703,443,307
60647,443,307
60572,443,307
60538,443,307
60190,443,307
60030,443,307
60029,443,307
59978,443,307
59886,443,307
59811,443,307
59695,443,307
59515,443,307
59447,443,307
59347,443,307
59199,443,307
58888,443,307
58856,443,307
58851,443,307
58686,443,307
58647,443,307
58559,443,307
58402,443,307
58401,443,307
57970,443,307
57957,443,307
57890,443,307
57769,443,307
57766,443,307
57519,443,307
57460,443,307
57387,443,307
57187,443,307
57180,443,307
57051,443,307
56936,443,307
56934,443,307
56924,443,307
56899,443,307
56750,443,307
56440,443,307
56401,443,307
56323,443,307
56306,443,307
56148,443,307
55764,443,307
55490,443,307
55408,443,307
54982,443,307
54842,443,307
54688,443,307
54504,443,307
54309,443,307
54221,443,307
54059,443,307
54033,443,307
53936,443,307
53873,443,307
53851,443,307
53771,443,307
53768,443,307
53292,443,307
53265,443,307
53007,443,307
52804,443,307
52796,443,307
52754,443,307
52726,443,307
52725,443,307
52715,443,307
52664,443,307
52617,443,307
52439,443,307
52393,443,307
52101,443,307
52029,443,307
52018,443,307
51911,443,307
51880,443,307
51601,443,307
50983,443,307
50773,443,307
50757,443,307
50735,443,307
50720,443,307
50703,443,307
50457,443,307
50270,443,307
50098,443,307
49769,443,307
49757,443,307
49707,443,307
49305,443,307
49176,443,307
135,123,307
65364,443,306
65206,443,306
65176,443,306
64968,443,306
64810,443,306
64803,443,306
64786,443,306
64731,443,306
64569,443,306
64336,443,306
64133,443,306
63916,443,306
63877,443,306
63661,443,306
63555,443,306
63380,443,306
63373,443,306
63092,443,306
63005,443,306
62857,443,306
62551,443,306
62420,443,306
62247,443,306
62097,443,306
62048,443,306
61955,443,306
60999,443,306
60871,443,306
60767,443,306
60711,443,306
60682,443,306
60634,443,306
60616,443,306
59861,443,306
59842,443,306
59565,443,306
59500,443,306
59454,443,306
59319,443,306
59174,443,306
59161,443,306
59003,443,306
58984,443,306
58928,443,306
58821,443,306
58791,443,306
58464,443,306
58177,443,306
57892,443,306
57858,443,306
57784,443,306
57762,443,306
57664,443,306
57606,443,306
57583,443,306
57510,443,306
57481,443,306
57436,443,306
57408,443,306
57345,443,306
57329,443,306
57287,443,306
57252,443,306
57217,443,306
57160,443,306
56976,443,306
56770,443,306
56450,443,306
56362,443,306
56330,443,306
56220,443,306
56183,443,306
55859,443,306
55800,443,306
55782,443,306
55433,443,306
55404,443,306
55318,443,306
54840,443,306
54821,443,306
54715,443,306
54698,443,306
54571,443,306
54450,443,306
54431,443,306
54414,443,306
54370,443,306
54224,443,306
53598,443,306
53525,443,306
53498,443,306
53463,443,306
53258,443,306
53196,443,306
53177,443,306
53086,443,306
52978,443,306
52968,443,306
52793,443,306
52593,443,306
52377,443,306
52292,443,306
52288,443,306
52252,443,306
52248,443,306
52147,443,306
52081,443,306
51993,443,306
51794,443,306
51708,443,306
51472,443,306
51279,443,306
51053,443,306
51005,443,306
50911,443,306
50742,443,306
50685,443,306
50674,443,306
50583,443,306
50469,443,306
50275,443,306
50104,443,306
50097,443,306
50096,443,306
49946,443,306
49804,443,306
49715,443,306
49367,443,306
65521,443,305
65462,443,305
65342,443,305
65331,443,305
65116,443,305
64975,443,305
64937,443,305
64919,443,305
64559,443,305
64286,443,305
64258,443,305
64171,443,305
63873,443,305
63854,443,305
63852,443,305
63649,443,305
63358,443,305
63347,443,305
63290,443,305
63248,443,305
62956,443,305
62830,443,305
62574,443,305
62532,443,305
62470,443,305
62334,443,305
62267,443,305
61921,443,305
61803,443,305
61677,443,305
61646,443,305
61513,443,305
61417,443,305
61412,443,305
61359,443,305
61302,443,305
61300,443,305
61268,443,305
60908,443,305
60835,443,305
60748,443,305
60596,443,305
60518,443,305
60479,443,305
60388,443,305
60185,443,305
60015,443,305
59792,443,305
59219,443,305
59127,443,305
58858,443,305
58797,443,305
58764,443,305
58752,443,305
58695,443,305
58650,443,305
58643,443,305
58517,443,305
58477,443,305
58372,443,305
58229,443,305
58173,443,305
58008,443,305
58004,443,305
57987,443,305
57938,443,305
57913,443,305
57763,443,305
57727,443,305
57574,443,305
57554,443,305
57498,443,305
57406,443,305
57326,443,305
57315,443,305
57297,443,305
56734,443,305
56542,443,305
56259,443,305
56248,443,305
56222,443,305
55985,443,305
55466,443,305
55418,443,305
55303,443,305
55119,443,305
55091,443,305
55035,443,305
54931,443,305
54885,443,305
54818,443,305
54817,443,305
54809,443,305
54806,443,305
54589,443,305
54385,443,305
54376,443,305
54307,443,305
54286,443,305
53826,443,305
53737,443,305
53709,443,305
53687,443,305
53572,443,305
53202,443,305
53155,443,305
53089,443,305
52634,443,305
52373,443,305
52338,443,305
52253,443,305
52157,443,305
51944,443,305
51925,443,305
51919,443,305
51795,443,305
51760,443,305
51678,443,305
51603,443,305
51434,443,305
51410,443,305
51291,443,305
51225,443,305
51192,443,305
51141,443,305
51044,443,305
50977,443,305
50714,443,305
50465,443,305
50261,443,305
50101,443,305
49945,443,305
49911,443,305
49862,443,305
49795,443,305
49206,443,305
65339,443,304
65135,443,304
65006,443,304
64986,443,304
64825,443,304
64783,443,304
64680,443,304
64516,443,304
64121,443,304
64113,443,304
64094,443,304
64085,443,304
64021,443,304
63961,443,304
63777,443,304
63621,443,304
63583,443,304
63442,443,304
63353,443,304
63339,443,304
63224,443,304
63067,443,304
63041,443,304
62988,443,304
62985,443,304
62559,443,304
62539,443,304
62288,443,304
61812,443,304
61704,443,304
61661,443,304
61574,443,304
61485,443,304
61153,443,304
60980,443,304
60867,443,304
60859,443,304
60793,443,304
60777,443,304
60617,443,304
60533,443,304
60516,443,304
60441,443,304
59935,443,304
59929,443,304
59783,443,304
59768,443,304
59438,443,304
59435,443,304
59131,443,304
59108,443,304
58992,443,304
58771,443,304
58709,443,304
58666,443,304
58407,443,304
58404,443,304
58124,443,304
58095,443,304
58067,443,304
57968,443,304
57930,443,304
57923,443,304
57684,443,304
57629,443,304
57468,443,304
57462,443,304
57452,443,304
57447,443,304
57362,443,304
57351,443,304
57325,443,304
57273,443,304
57210,443,304
57143,443,304
57026,443,304
56964,443,304
56940,443,304
56888,443,304
56502,443,304
56454,443,304
56367,443,304
56088,443,304
56078,443,304
56047,443,304
55691,443,304
55565,443,304
55505,443,304
55504,443,304
55463,443,304
55448,443,304
55417,443,304
55170,443,304
55126,443,304
55041,443,304
55016,443,304
54854,443,304
54802,443,304
54463,443,304
54365,443,304
54212,443,304
54064,443,304
54052,443,304
53959,443,304
53689,443,304
53617,443,304
53495,443,304
53373,443,304
53285,443,304
53260,443,304
53006,443,304
52958,443,304
52951,443,304
52892,443,304
52665,443,304
52496,443,304
52490,443,304
52408,443,304
52275,443,304
52164,443,304
52080,443,304
52073,443,304
52025,443,304
51963,443,304
51714,443,304
51502,443,304
51336,443,304
51237,443,304
50667,443,304
50553,443,304
50241,443,304
49995,443,304
49730,443,304
49569,443,304
49175,443,304
65329,443,303
65235,443,303
65215,443,303
65084,443,303
65077,443,303
65029,443,303
64876,443,303
64627,443,303
64330,443,303
64054,443,303
63948,443,303
63792,443,303
63638,443,303
63388,443,303
63188,443,303
62821,443,303
62795,443,303
62646,443,303
62608,443,303
62603,443,303
62548,443,303
62524,443,303
62523,443,303
62270,443,303
62012,443,303
